p_val avg_logFC pct.1 pct.2 p_val_adj
SMED30015508 8.83896012083443e-97 -0.218086329592903 0.301 0.437 1.93732327928449e-92
SMED30035485 2.26590789106168e-95 0.547128876494903 0.11 0.037 4.96641691562898e-91
SMED30008048 4.83356619052941e-94 0.16376688174093 0.914 0.914 1.05942103764024e-89
SMED30006920 2.99204802889321e-93 0.208404072510776 0.044 0.002 6.55797086972815e-89
SMED30035950 9.81739516908406e-93 0.109667951342704 0.07 0.014 2.15177667315984e-88
SMED30013107 5.46640547991945e-91 -0.288906294626668 0.705 0.782 1.19812675308875e-86
SMED30019754 4.07262261942673e-89 -0.202126456551709 0.295 0.425 8.9263742572595e-85
SMED30014876 4.37615725027381e-89 -0.432614487497744 0.285 0.422 9.59166146115014e-85
SMED30022144 9.13988509074254e-89 0.27919343880956 0.403 0.287 2.00328001418895e-84
SMED30035193 1.92621338286065e-87 -0.295562039857112 0.946 0.973 4.22187449255398e-83
SMED30010375 4.3258127640944e-87 0.107704600899682 0.998 0.999 9.4813164163421e-83
SMED30006524 1.9765747831228e-86 -0.32844758038197 0.422 0.545 4.33225660964856e-82
SMED30019910 6.62638859782437e-85 0.304638805931865 0.48 0.4 1.45237185287115e-80
SMED30014735 6.72243082399745e-84 -0.163859694662303 0.144 0.252 1.47342238800376e-79
SMED30009120 1.22172540025462e-81 -0.192658806855917 0.166 0.276 2.67777773227807e-77
SMED30030357 5.02101398289999e-78 -0.169276309256512 0.129 0.226 1.10050584477202e-73
SMED30031065 2.26056046331119e-77 -0.195391414219894 0.43 0.55 4.95469642348546e-73
SMED30005922 8.84342432979554e-77 0.0814284581827868 0.055 0.01 1.93830174460459e-72
SMED30025868 1.0718900477764e-76 0.326196910618414 0.469 0.366 2.34936860671632e-72
SMED30001192 1.11808774840648e-75 0.242041868408597 0.502 0.394 2.45062472695733e-71
SMED30026236 2.0295902224697e-75 0.229877102483933 0.201 0.112 4.44845584960908e-71
SMED30033251 3.55989984843767e-75 -0.18558501482972 0.214 0.321 7.80258848780568e-71
SMED30009549 4.6341161113073e-75 0.178756275379848 0.099 0.037 1.01570556927633e-70
SMED30028576 2.74260386513601e-74 -0.184162564190131 0.553 0.668 6.01123915160511e-70
SMED30000129 3.02835714251219e-74 0.00859016368449289 0.106 0.039 6.63755318495821e-70
SMED30030842 3.15973497132787e-74 -0.172871676554532 0.06 0.133 6.92550711015642e-70
SMED30002501 3.40796380138617e-74 0.0674107258152998 0.041 0.004 7.46957505987822e-70
SMED30015992 3.8739027158766e-74 0.314927965558203 0.058 0.013 8.49081997265834e-70
SMED30008553 2.2463029640948e-73 -0.318859094033673 0.555 0.639 4.92344683670298e-69
SMED30007096 2.24832657289712e-73 -0.181928459804108 0.202 0.306 4.9278821824759e-69
SMED30012923 2.56170525904281e-73 0.116646086998237 0.089 0.03 5.61474558677002e-69
SMED30019921 2.89711671439128e-72 -0.24766681640511 0.05 0.117 6.34990041460282e-68
SMED30029571 1.39485176020236e-70 -0.148305097889591 0.168 0.272 3.05723608801153e-66
SMED30003001 3.89236720581472e-70 0.210014413408429 0.182 0.1 8.5312904417047e-66
SMED30002377 4.87779316234993e-70 0.0974841200087238 0.062 0.016 1.06911470532386e-65
SMED30026335 9.3695930047733e-70 0.12542072085404 0.034 0.002 2.05362739478621e-65
SMED30002134 2.17680594991814e-68 -0.358168125462477 0.301 0.422 4.77112328103058e-64
SMED30032110 2.20100515178602e-68 -0.160159001393768 0.791 0.859 4.82416309168461e-64
SMED30029767 2.27093744763692e-68 1.00748544845521 0.039 0.005 4.9774406977306e-64
SMED30007769 6.27138176984214e-68 0.144643255283502 0.058 0.014 1.374561456314e-63
SMED30014511 6.34419048270722e-67 0.163713605897131 0.201 0.116 1.39051966999977e-62
SMED30025738 1.18608961314849e-66 0.212715663766535 0.747 0.725 2.59967121409886e-62
SMED30024809 1.08474094854223e-65 -0.147547496306805 0.181 0.28 2.37753521101485e-61
SMED30034308 2.75134630587867e-65 0.175678523969844 0.099 0.041 6.03040083322487e-61
SMED30012282 1.00639244813718e-64 0.201849364460245 0.279 0.186 2.20581096782708e-60
SMED30009737 1.23776554040734e-64 -0.190548896231587 0.727 0.796 2.7129345114648e-60
SMED30032241 1.08817129728632e-63 0.0635104070604271 0.026 0 2.38505384939216e-59
SMED30008485 1.7761495595768e-63 0.206944028176837 0.299 0.212 3.89296460468042e-59
SMED30018961 1.7956918879176e-63 0.336512728036722 0.544 0.449 3.9357974799378e-59
SMED30022837 8.77633345906747e-63 0.0754227998804837 0.062 0.017 1.92359676755841e-58
SMED30017989 2.35716549365131e-62 -0.112314573890939 0.065 0.133 5.16643532898494e-58
SMED30030038 3.45573015046599e-62 -0.178382193141567 0.673 0.754 7.57426934379135e-58
SMED30030793 4.79467291997081e-62 -0.140860946843825 0.122 0.205 1.0508964105992e-57
SMED30008138 7.01610123998147e-62 0.231581701130569 0.304 0.21 1.53778906977914e-57
SMED30002918 4.55921017834348e-61 0.0950736885226272 0.045 0.009 9.99287686889323e-57
SMED30018020 1.59005200578666e-60 0.103509221959425 0.025 0 3.48507598628321e-56
SMED30001172 6.97838716497665e-60 -0.20997712327606 0.578 0.644 1.52952289881958e-55
SMED30010969 7.0901612538955e-60 -0.158590254333763 0.695 0.768 1.55402154362882e-55
SMED30024084 2.77842246666752e-59 0.0728661998314518 0.052 0.013 6.08974636244186e-55
SMED30014296 3.04252304417781e-59 0.0602581372122682 0.036 0.005 6.66860200822893e-55
SMED30014307 7.09393237284338e-59 0.237586088545548 0.338 0.242 1.55484809747981e-54
SMED30009191 2.00699599401432e-58 0.0956463533217749 0.054 0.014 4.39893381968059e-54
SMED30003261 5.2243739280557e-58 -0.116595166921805 0.086 0.158 1.14507827755125e-53
SMED30026210 5.70208806006565e-58 0.13874211731708 0.119 0.058 1.24978366100519e-53
SMED30031835 8.63369167564763e-58 0.0903419675049321 0.119 0.056 1.89233254146845e-53
SMED30007725 9.9187472255017e-58 0.137071895961779 0.123 0.06 2.17399101688546e-53
SMED30034946 1.03714172055237e-57 0.244959106266306 0.318 0.224 2.27320722310669e-53
SMED30011003 1.13724311025064e-57 -0.162205779264144 0.716 0.774 2.49260944904735e-53
SMED30002694 1.1847127995631e-56 0.0521984007191879 0.026 0.001 2.59665351408239e-52
SMED30011690 1.57138717054897e-56 -0.146307282938507 0.676 0.75 3.44416640040923e-52
SMED30013183 1.97430072101127e-56 0.177616771877333 0.124 0.062 4.3272723203125e-52
SMED30008695 1.11592093634237e-55 0.192612630829476 0.816 0.778 2.44587550827521e-51
SMED30022364 4.66170394910145e-55 0.130476665138306 0.05 0.013 1.02175227156406e-50
SMED30011705 6.98881312610423e-55 0.159924453890752 0.103 0.048 1.53180806097952e-50
SMED30019959 1.08154975919757e-54 0.0896701385426093 0.998 0.999 2.37054076220924e-50
SMED30017717 1.77824329057132e-54 -0.161528428557096 0.354 0.451 3.89755364427421e-50
SMED30024329 2.20738827263759e-54 0.14715901548903 0.19 0.115 4.83815361596707e-50
SMED30002344 2.65505977737515e-54 -0.202499343683562 0.526 0.611 5.81936002005085e-50
SMED30016082 4.1887672680463e-54 0.254912021306853 0.368 0.281 9.18094009810389e-50
SMED30018505 1.1138534610043e-53 -0.138016639362771 0.149 0.231 2.44134401582923e-49
