Sample	0h	6h	12h	1d	2d	3d	5d	7d	9d	11d
SMED30009066	19.9695	20.7093	22.4277	24.3035	23.8409	22.5052	23.6303	23.7606	25.0375	23.2362
SMED30009067	0.383125	0.537444	0.492948	0.332138	0.117805	0	0.111224	0.133243	0.098234	0.216846
SMED30009068	27.5845	28.4159	30.2384	30.72	30.8437	28.958	31.0088	30.9209	30.1165	29.626
SMED30009069	0.282373	0.336077	0.158793	0.17834	0.111377	0.403901	0.123336	0.213242	0.116635	0.315089
SMED30009070	15.0626	12.3219	11.6455	3.06069	0.365395	0.164959	0.0632973	0.0114549	0.0741715	0.104025
SMED30009071	5.44058	5.62205	5.52139	5.72051	5.93539	5.34722	6.58612	7.16237	8.60408	7.69857
SMED30009072	5.87834	4.81805	4.41368	1.60226	0.420808	0.401406	0.168258	0.156739	0.177407	0.231508
SMED30009073	10.184	10.966	11.6669	12.8561	13.5352	12.3954	13.3982	12.4762	11.5781	11.439
SMED30009074	0.463987	0.174495	0.257047	0.193514	0.28117	0.412407	0.244232	0.26239	0.427819	0.658612
SMED30009075	0.222432	0.116062	0.038485	0.0568037	0.0166325	0.227107	0.0137673	0.0964253	0.0303801	0.124243
SMED30009076	3076.26	2999.56	3870.1	3815.7	3505	3229.54	4355.34	4609.42	4898.6	4228.26
SMED30009077	0.351561	0.452047	0.30078	0.332984	0.423768	0.346768	0.537355	0.671624	0.573195	0.315788
SMED30009078	0.134846	0.164763	0.0176924	0.0678836	0.0671268	0.0840141	0.0772811	0.0985878	0.0594331	0.0973189
SMED30009079	5.61173	6.21513	5.15289	5.45592	7.28845	6.92704	6.97428	7.27372	6.937	7.48407
SMED30009080	2.63464	2.22988	1.41119	0.913304	1.00046	3.14827	1.20466	2.06757	0.926672	1.86664
SMED30009081	0.0307168	0.0714611	0.0404802	0.0258551	0.0195473	0.0680034	0.0305408	0.0433632	0.0122312	0.0392952
SMED30009082	3.53628	4.03448	3.10095	3.27132	2.10718	2.41447	1.80432	1.94033	2.74331	2.04092
SMED30009083	1.77163	1.67395	0.934678	1.60054	1.76726	1.37357	1.27138	1.38283	1.72155	1.82107
SMED30009084	5.09952	5.76537	5.9202	7.04049	7.27612	7.34978	7.08734	6.6433	6.40832	6.01347
SMED30009085	0.0801472	0.184967	0.123015	0.076695	0.111491	0.0775903	0.0691509	0.030479	0.00988963	0.0937093
SMED30009086	2.29625	2.10138	1.65842	1.71224	1.93736	2.34459	2.31688	2.46175	2.49378	2.79964
SMED30009087	57.6888	54.6533	83.0815	74.5781	66.5432	58.2962	64.849	51.7418	59.1365	47.2702
SMED30009088	34.532	32.4074	25.8436	30.0519	25.3215	24.4009	23.0566	21.656	22.3289	22.7132
SMED30009089	5.40622	4.92395	4.72635	3.87513	3.98139	3.24311	3.63069	3.26304	3.88625	3.76202
SMED30009090	2.50946	2.46031	1.76143	1.88984	3.37113	4.5074	5.40613	4.23027	4.27739	3.76543
SMED30009091	0.0448032	0.429818	0.74479	1.98444	2.21438	2.33828	1.85923	1.49108	0.789515	0.546675
SMED30009092	0.708104	1.00865	0.532061	0.96185	0.984122	1.33947	1.19172	1.1128	0.833214	0.961963
SMED30009093	4.33664	4.80007	3.16583	3.37844	4.2328	4.5618	4.10019	4.2578	4.06094	4.26453
SMED30009094	67.1319	64.0844	56.687	59.8222	50.3806	52.0962	43.9063	45.0324	47.6747	44.9722
SMED30009095	30.1349	31.9497	42.0757	45.5012	42.2599	37.7461	36.4783	31.9443	33.3761	29.9746
SMED30009096	7.72009	7.59588	5.34562	5.8445	5.47126	10.9601	6.03405	6.45937	5.07759	7.1392
SMED30009097	7.32917	6.61669	7.1018	6.82393	8.52535	8.35392	6.70137	5.58477	7.03256	6.80435
SMED30009098	0.202504	0.209387	0.106882	0.0536697	0.0897315	0.485794	0.154682	0.175293	0.160198	0.206207
SMED30009099	3.66176	3.37351	2.44821	2.6823	3.525	3.7677	3.75766	3.82064	4.18334	4.05654
SMED30009100	0.118534	0.0757815	0.0271455	0.0423675	0.052641	0.0668924	0.0356317	0.0429336	0.0390654	0.0542636
SMED30009101	0.508472	0.737515	0.572286	0.676469	0.631675	0.942353	1.03885	0.804909	0.662098	0.91747
SMED30009102	0.14216	0.0819618	0.126879	0.045815	0	0.112214	0.0495225	0.0616454	0.0604681	0.0700189
SMED30009103	1.53646	1.6889	0.706701	1.33541	1.64873	2.42731	1.46871	1.55495	1.61059	1.82047
SMED30009104	9.61043	8.90414	7.54894	9.51126	13.2424	10.4211	9.76297	8.52041	9.2708	8.81351
SMED30009105	5.69852	6.10848	7.06778	8.30597	6.94634	5.81047	8.72898	8.12254	10.675	9.45742
SMED30009106	31.6568	34.2398	44.094	52.5354	46.9805	40.0548	40.4567	40.0806	40.7458	39.1967
SMED30009107	0.982566	0.877949	0.66774	0.198577	0.0254681	0.0272047	0	0	0	0
SMED30009108	0.900745	0.863961	0.595884	0.558241	0.542291	0.701075	0.855562	0.867773	0.827492	0.632836
SMED30009109	5.56111	4.6818	5.03991	1.5282	0.1739	0.0775765	0.00970987	0.0210456	0.0188214	0.00451827
SMED30009110	0.412138	0.431053	0.283041	0.393863	0.287787	0.63083	0.526776	0.573451	0.339427	0.459611
SMED30009111	0.0728649	0.0558271	0.0404468	0.0212979	0.0185253	0.0293163	0.0111315	0.0164515	0.0461205	0.0488275
SMED30009112	17.2321	18.8404	14.4912	16.8789	19.6363	23.367	20.1952	20.5065	17.0314	19.8304
SMED30009113	0.276765	0.113867	0.20184	0.176619	0.18615	0.142322	0.192597	0.276852	0.12831	0.131558
SMED30009114	0.416754	0.273986	0.212218	0.321892	0.329819	0.793306	0.530728	0.446846	0.512992	0.400852
SMED30009115	3.03111	3.14398	2.80172	3.17566	3.5849	3.68604	4.72256	5.07182	5.94194	5.48443
SMED30009116	1.4137	0.929391	0.470621	0.616532	0.668229	0.874208	0.79424	0.722904	0.545125	0.903551
SMED30009117	2.24492	2.02947	3.43074	2.82378	3.05012	1.72716	2.58859	1.5572	3.93061	2.66022
SMED30009118	0.210778	0.235243	0.218348	0.150252	0.124566	0.213644	0.108717	0.279562	0.161847	0.230914
SMED30009119	49.3794	50.0117	36.5946	37.5733	44.7216	56.1003	47.3149	52.6456	43.2671	55.3625
SMED30009120	44.6121	45.5545	47.0533	47.1933	45.5107	43.6004	44.9919	41.6946	48.4741	44.5233
SMED30009121	0.471544	0.475064	0.0816829	0.0976444	0.0786769	0.662296	0.112639	0.429216	0.0512544	0.44373
SMED30009122	272.368	213.717	253.782	67.9772	4.95646	3.03579	0.964038	0.591335	0.546966	0.641025
SMED30009123	0	0.0234262	0.0466597	0.0221582	0.194026	0.181288	0.241537	0.410696	0.219011	0.072791
SMED30009124	17.0775	14.4109	15.7037	17.2999	15.7162	17.5752	17.6965	16.2755	14.5498	14.8735
SMED30009125	1.39327	1.62123	1.27002	1.68499	3.31634	3.06507	3.92099	4.11814	3.79644	3.35114
SMED30009126	0.16923	0.199889	0.140369	0.131189	0.0717552	0.14463	0.210302	0.168827	0.278873	0.21286
SMED30009127	1.33896	1.32158	1.46156	2.04935	1.86703	1.73605	1.81428	1.65397	1.62797	1.53986
SMED30009128	0.481894	0.678161	0.248088	0.376261	0.371967	0.523046	0.445509	0.399211	0.388278	0.35971
SMED30009129	16.2	17.2182	14.4229	15.5117	16.6453	16.2053	16.5565	17.2059	18.1903	18.2342
SMED30009130	0	0	0	0	0	0	0	0	0	0
SMED30009131	25.0228	25.201	20.1494	22.1103	28.0763	28.3687	24.0739	24.697	23.7469	26.5655
SMED30009132	0.0642945	0.0946444	0.0576897	0.0465737	0.0136196	0.101455	0.0574444	0.0921024	0.0475781	0.052249
SMED30009133	5.4529	5.68027	5.40867	5.06721	4.9686	5.00557	4.94467	4.64449	5.38506	4.90453
SMED30009134	30.1524	31.8655	42.237	41.1707	40.3079	36.4454	32.7187	29.4816	27.9808	26.9295
SMED30009135	27.9511	29.2541	35.077	34.246	30.8908	30.5757	29.5771	23.573	27.113	22.6364
SMED30009136	1.67953	1.63797	1.43037	1.34074	1.62561	1.51804	2.22046	2.19187	2.88027	2.34218
SMED30009137	1.37155	1.13071	1.09754	0.988955	0.873369	0.9192	1.81135	1.51073	2.00977	1.51101
SMED30009138	0.794591	0.805357	0.307813	0.206618	0.360448	0.871273	0.379299	0.689268	0.428797	0.682046
SMED30009139	3.76166	3.18777	3.55836	1.18111	0.329196	0.167328	0.0851032	0.103651	0.0817893	0.0848765
SMED30009140	0.0238914	0.0158594	0	0.175452	0.0462741	0.064082	0.0118177	0.0526303	0.011974	0
SMED30009141	3.23406	3.03951	2.23853	2.25047	2.46011	3.023	3.08685	2.64315	3.46761	3.53522
SMED30009142	23.1037	21.9949	12.582	11.1077	12.0023	30.3921	14.1355	17.09	9.2622	18.6541
SMED30009143	22.0416	20.4564	17.2752	21.2438	24.7515	26.6968	27.321	26.0587	29.6815	29.1486
SMED30009144	4.80508	4.00502	2.84376	2.32709	2.32644	3.58613	2.78841	3.32872	2.43037	3.79125
SMED30009145	2.07522	2.07079	1.45584	2.2198	1.96627	1.91213	2.44648	2.13421	2.7499	2.21623
SMED30009146	0.0840384	0.01927	0.108059	0.128902	0.133378	0.0728863	0.191783	0.219322	0.134616	0.104171
SMED30009147	79.4936	75.1212	108.231	112.247	90.4983	85.9791	82.0238	64.4706	83.1492	62.6755
SMED30009148	3.35687	3.42342	3.16141	3.23312	3.66288	4.00273	5.30368	4.95795	5.89414	5.6455
SMED30009149	69.4193	71.9711	81.7116	90.5392	98.2558	86.8549	87.1375	78.3255	83.9684	77.2257
SMED30009150	3.84072	4.14786	4.44794	3.87018	2.75843	2.11265	4.06684	4.04825	3.96694	3.59082
SMED30009151	7.74389	6.10347	6.35891	2.1689	0.392509	0.22058	0.101535	0.0660911	0.0547777	0.0904602
SMED30009152	0.931497	0.750533	0.519869	0.542714	0.368591	0.452034	0.392961	0.146161	0.263289	0.138023
SMED30009153	0.0943173	0.0658773	0.021966	0	0.0202685	0.0221544	0.105942	0.113727	0	0.0164326
SMED30009154	0.578105	0.599496	0.221413	0.209192	0.336102	0.570735	0.500216	0.656823	0.389724	0.752464
SMED30009155	31.2234	31.391	32.0521	32.1398	32.7249	32.61	38.3517	39.5249	41.7124	37.7653
SMED30009156	53.6985	57.4906	64.3407	63.2559	63.7476	53.4391	59.817	59.1415	63.3301	60.8904
SMED30009157	1.25386	1.11451	1.20193	1.18389	1.6055	1.07158	1.69732	1.67077	1.76012	1.27011
SMED30009158	2.7452	1.59706	0.276288	0.518748	0.0334947	0.591498	0.0835096	0.718329	0.112282	1.45822
SMED30009159	0	0.0657496	0.0172174	0.0770545	0.0320971	0.0724242	0.0771912	0.0552238	0.0715447	0.109948
SMED30009160	0.366892	0.388522	0.27979	0.426751	0.459365	0.427062	0.665137	0.838318	0.926658	0.602892
SMED30009161	0	0	0	0	0	0	0	0	0	0
SMED30009162	6.39079	7.18372	2.57911	2.55737	2.44968	7.16145	3.52761	3.35846	3.24819	4.89336
SMED30009163	46.7305	49.2706	44.258	44.9413	56.5026	53.358	55.9847	54.1301	54.9223	55.869
SMED30009164	0.354526	0.34412	0.337238	0.119505	0.0613387	0.0964098	0.108745	0.176685	0.0224076	0.113584
SMED30009165	2.11154	2.03315	2.41432	1.28673	0.599358	0.502185	0.457066	0.199711	0.351131	0.253533
SMED30009166	1.00309	0.929647	0.471702	0.246498	0.18835	1.02198	0.29563	0.678821	0.330594	0.94582
SMED30009167	0	0	0	0	0.00934363	0	0	0	0	0.00782857
SMED30009168	8.89403	7.29888	6.4813	2.06623	0.716098	0.789318	0.467401	0.45873	0.423782	0.38004
SMED30009169	0.887113	1.16515	0.659161	0.786947	0.802644	1.19654	1.39134	1.7211	0.901697	1.25831
SMED30009170	0.0119033	0	0	0	0	0	0	0	0	0
SMED30009171	8.60008	7.00139	5.35714	1.66463	0.28691	0.117148	0.058846	0.0364633	0.0460417	0.0377838
SMED30009172	4.9201	4.17978	4.52391	5.36744	6.41033	7.23582	14.3948	13.6783	15.2559	13.1238
SMED30009173	50.3379	49.932	39.3385	39.6013	47.4909	52.8235	49.9402	52.857	47.6614	52.4812
SMED30009174	2.24906	1.72658	0.882554	1.3069	2.13169	2.42486	2.19171	2.24017	2.4341	2.72598
SMED30009175	0.288544	0.215945	0.271008	0.120911	0.0323705	0.0942389	0.0524739	0.0344083	0.0506177	0.0643024
SMED30009176	7.91913	8.45655	8.5734	9.39228	10.7219	10.6113	10.4462	10.3391	10.4642	9.47928
SMED30009177	2.67177	2.64719	1.60881	1.95685	3.5339	3.85543	4.72218	4.56119	4.94091	4.86985
SMED30009178	3.28499	3.33791	2.22231	2.91195	3.25182	3.28077	4.12421	3.62886	4.42229	4.09655
SMED30009179	4.09962	3.77017	5.03286	1.62181	0.114808	0.0660934	0.0124143	0.0259448	0.00674103	0.00693357
SMED30009180	11.5903	12.3952	7.17651	7.4979	7.73154	14.0268	8.89548	9.81188	7.64025	10.7125
SMED30009181	35.2776	39.1663	26.7955	28.5446	36.3331	41.0731	33.5676	34.7919	33.2201	40.7388
SMED30009182	3.8872	3.70079	2.18536	2.41795	2.58463	3.62023	3.30775	3.51532	3.37436	4.11518
SMED30009183	0.0373649	0.038594	0.0220909	0.00716743	0.0474219	0.0595129	0.088646	0.0326835	0.0522012	0.0240274
SMED30009184	7.77469	8.05188	7.1744	9.0743	8.31067	9.86795	10.3972	9.02467	9.85901	10.2758
SMED30009185	0.0816854	0.0690498	0.0463899	0.0772919	0.0842968	0.0933713	0.273178	0.220685	0.208639	0.321116
SMED30009186	0.156312	0.14729	0.0928751	0.139088	0.0874107	0.158637	0.141105	0.183093	0.116756	0.200007
SMED30009187	1.54714	1.70938	1.29175	1.24345	1.20097	2.10656	1.26567	1.2761	1.13118	1.45366
SMED30009188	36.0635	34.2269	41.4895	36.9538	30.7027	28.7033	32.5714	35.9981	41.7069	38.1813
SMED30009189	56.7927	55.7164	48.8126	53.794	54.607	63.4606	59.7366	61.4861	59.2403	63.3962
SMED30009190	0	0	0	0	0	0	0	0	0	0
SMED30009191	30.5285	29.2766	32.1999	17.6476	18.9515	15.1638	21.0607	15.3064	11.0618	12.6475
SMED30009192	0.515737	0.420402	0.205301	0.30761	0.317103	0.604509	0.218833	0.515251	0.239364	0.551803
SMED30009193	0.159944	0.103751	0.0145396	0.204534	0.0608043	0.069848	0.0318718	0.062532	0.0798112	0.191531
SMED30009194	0.527895	0.416725	0.305562	0.502549	0.541874	0.718231	0.60511	0.54801	0.719286	0.692052
SMED30009195	2.50251	2.44536	1.95085	1.82848	1.81296	2.60049	2.63262	3.3146	2.88412	3.11775
SMED30009196	31.8505	26.4782	22.3613	11.1398	5.08726	3.4894	2.22871	2.0361	3.1049	2.00615
SMED30009197	1.84685	2.29951	1.43837	1.49444	1.49734	1.83774	1.70002	2.05517	1.77215	2.14615
SMED30009198	4.88777	4.09341	5.40734	6.38587	6.05038	6.28742	6.63268	4.26608	4.68012	4.28247
SMED30009199	3.54192	4.32267	3.8195	3.42952	4.69811	5.36844	3.4686	4.01315	2.30585	2.73579
SMED30009200	1.7363	1.73273	0.666047	0.765839	0.442526	3.67104	0.706122	1.43009	0.100568	1.44682
SMED30009201	52.4322	54.6795	41.6389	51.7492	64.4839	76.549	63.6695	59.9623	53.1669	61.4279
SMED30009202	0.0217129	0	0.0232539	0	0.0243119	0	0	0.0305839	0	0.053933
SMED30009203	0.725373	0.831538	0.516529	0.448031	0.578982	0.732664	0.527612	0.766679	0.583983	0.580937
SMED30009204	8.49995	8.08403	5.30293	6.44451	10.2824	12.163	12.3585	12.0369	11.4093	13.5844
SMED30009205	3.63372	3.15734	3.10819	1.37139	0.589034	0.377624	0.326828	0.270865	0.289027	0.394061
SMED30009206	2.03565	1.92288	2.38611	1.82529	1.87538	1.81403	2.60829	2.2302	2.986	2.35945
SMED30009207	1.27173	1.09795	1.15191	1.04461	1.0537	1.53437	1.65021	1.41233	1.6668	1.31737
SMED30009208	1.02015	0.887637	0.29789	0.36205	0.399182	0.89976	0.32604	0.661409	0.336774	0.668966
SMED30009209	1.30492	1.32923	0.811167	0.799266	1.1774	1.79396	1.14495	0.970248	0.823739	1.08154
SMED30009210	6.78402	6.69704	5.81796	3.55797	3.50636	3.78171	4.49251	4.6088	5.23903	4.76178
SMED30009211	1.30046	1.3618	1.31612	1.64263	1.57008	2.1087	2.58255	3.12243	3.05967	2.81024
SMED30009212	19.1017	19.1284	19.8182	20.139	19.8776	18.8168	24.4353	26.4175	30.4492	26.5768
SMED30009213	0.217385	0.152745	0.137787	0.195201	0.231058	0.257564	0.264081	0.318373	0.350521	0.384775
SMED30009214	29.9286	30.0118	34.3582	36.9474	25.8162	21.4535	24.0319	27.9861	35.3871	26.7526
SMED30009215	0.103029	0.121877	0.0974593	0	0.166415	0.121946	0.129673	0.124624	0.141646	0.125773
SMED30009216	4.49995	4.61978	4.95974	4.41598	3.97074	4.25652	4.18711	4.35204	4.63738	4.51822
SMED30009217	0.817891	0.713515	0.305665	0.237297	0.245483	1.02912	0.113475	0.47771	0.0162407	0.623952
SMED30009218	67.867	70.5939	88.8289	87.1214	76.7336	70.5918	73.082	71.8616	72.3304	67.6891
SMED30009219	0.142893	0.0670363	0.0209969	0.0406033	0	0.0604029	0.0910942	0.0903032	0.0794034	0.100134
SMED30009220	1.20458	1.41451	0.800857	0.95247	1.36382	1.46573	1.48039	1.1669	1.35867	1.28989
SMED30009221	0.0264518	0.0142231	0.0130525	0.137574	0.0636968	0	0.052289	0	0.0660889	0.056404
SMED30009222	0.20357	0.16196	0.154802	0.0796706	0.162279	0.2006	0.229184	0.215708	0.257162	0.262884
SMED30009223	0.202897	0.411106	0.208401	0.169642	0.117922	0.506906	0.0802318	0.311726	0.365067	0.383952
SMED30009224	2.63008	5.98531	3.55779	3.75653	5.48556	4.36982	2.22157	3.02034	5.07331	4.53955
SMED30009225	21.3201	21.9697	25.9198	19.8034	16.6611	13.1847	14.4629	15.2968	15.1952	14.1323
SMED30009226	47.5272	46.425	29.7625	28.3147	30.9802	44.6973	40.3773	43.9007	38.1305	44.6445
SMED30009227	0.287634	0.338864	0.502412	0.394674	0.465688	0.4328	0.526749	0.510095	0.594752	0.411613
SMED30009228	6.06838	6.96531	4.66504	6.35044	7.32843	8.02346	7.66523	8.39082	10.7866	10.6334
SMED30009229	0.305554	0.418069	0.496121	0.487363	0.685307	0.635145	1.25637	1.04742	1.04207	0.78175
SMED30009230	5.36494	6.48512	6.87224	6.83163	6.69736	6.45293	6.64957	6.71344	6.29522	6.25945
SMED30009231	10.6566	9.34688	6.0296	3.27328	2.59037	4.06196	3.49767	4.14118	3.80989	5.00537
SMED30009232	8.25393	7.97961	8.00108	6.78387	6.83393	6.58638	6.10777	5.41154	5.7354	5.74299
SMED30009233	0	0	0	0	0	0	0.0389153	0	0	0.0101725
SMED30009234	2.92924	2.68333	2.09209	0.975916	0.54875	0.45348	0.263051	0.255587	0.224398	0.219611
SMED30009235	0.250248	0.0412866	0.113503	0.106036	0.146506	0.15553	0.165292	0.125006	0.14119	0.173691
SMED30009236	25.2364	23.7229	26.5452	26.2355	23.3829	21.3781	23.3896	28.355	30.4261	28.7603
SMED30009237	1.87105	1.76817	1.03144	1.50942	1.65107	2.09684	1.94766	1.83467	1.85981	1.99018
SMED30009238	1.41251	1.18402	1.50042	0.818818	0.759895	0.591847	0.64667	0.503486	0.551339	0.539094
SMED30009239	2.66319	2.36904	3.01979	1.82783	1.39921	1.12602	1.49253	1.13878	1.18585	1.06378
SMED30009240	1.62476	1.91181	1.21817	1.32872	1.51021	1.877	1.82188	2.03775	1.81746	2.22439
SMED30009241	0.838886	0.668254	0.292318	0.0231838	0	0.69237	0.147348	0.261609	0.0924777	0.53182
SMED30009242	16.0776	14.5617	20.1419	18.0966	17.542	17.814	18.9105	14.7209	15.9694	13.6226
SMED30009243	2.36474	2.19573	2.21619	1.32146	0.738405	0.834933	0.691312	0.33419	0.463356	0.359882
SMED30009244	2.49727	2.46826	2.32498	2.08164	2.35046	2.10796	1.71785	1.76312	1.86231	1.99231
SMED30009245	3.04797	2.39118	3.07536	0.755887	0.0640617	0.021331	0.00817167	0.0403232	0.0086562	0.0085568
SMED30009246	0.460252	0.507017	0.272653	0.44782	0.453485	0.499583	0.681227	0.620743	0.626276	0.592623
SMED30009247	12.3374	11.7155	13.5502	12.0601	12.0298	9.92821	11.4901	10.7787	12.8143	10.6587
SMED30009248	21.2428	22.7381	25.8798	24.1954	20.4053	19.7737	21.2466	20.7899	20.6449	20.2531
SMED30009249	0.0977915	0.0372423	0	0	0	0	0	0	0	0.028414
SMED30009250	0.0780214	0.185829	0.040735	0.0274403	0.136726	0.0951088	0.0220977	0.133848	0.0526268	0.121127
SMED30009251	6.49167	6.3895	3.70678	3.38038	2.35658	7.09117	4.15174	5.3073	3.45346	5.68885
SMED30009252	98.007	97.5285	103.596	101.092	99.3697	86.3462	93.6634	89.4963	96.4903	95.7651
SMED30009253	0.00788527	0.0099704	0	0	0	0	0	0.00474407	0.00369783	0
SMED30009254	0.0110642	0	0	0	0	0	0	0.0140048	0	0
SMED30009255	63.4527	66.8098	56.3444	51.2988	49.4767	47.4303	45.2212	52.8763	47.9686	56.4892
SMED30009256	5.72502	6.03657	6.62831	7.0201	6.93662	5.91044	5.97011	6.0557	6.38162	6.29738
SMED30009257	2.32756	2.18056	1.51363	1.30569	1.11399	2.01705	1.76016	1.7568	1.60051	1.99718
SMED30009258	0.139766	0.0709877	0.0230289	0.0725181	0.0205773	0.0460978	0.00850117	0.0268052	0.0357135	0.0347434
SMED30009259	0.422314	0.430339	0.146181	0.0490764	0.0924367	0.354454	0.180182	0.196633	0.103568	0.395534
SMED30009260	17.1478	16.2383	18.0518	15.6044	14.8675	14.3957	15.0353	13.8575	14.9499	13.5338
SMED30009261	1.48416	1.76776	1.01934	0.916475	0.83679	2.3437	1.53105	1.58529	1.21995	1.61807
SMED30009262	4.92437	4.76987	2.91177	3.37067	3.65948	5.34343	3.86657	3.92329	3.52558	4.43025
SMED30009263	0.37753	0.61105	0.317548	0.269049	0.372216	0.69111	0.189992	0.467825	0.261899	0.522145
SMED30009264	0.00443837	0.0136024	0.00628313	0	0.0142574	0	0	0.0069054	0.0206845	0.0102017
SMED30009265	14.4829	15.0631	15.4799	15.599	19.4826	17.0657	16.2474	15.9845	15.3717	15.5943
SMED30009266	0.112727	0.189019	0.0489587	0.208502	0.182724	0.149059	0.237074	0.159342	0.20563	0.169815
SMED30009267	75.4888	54.2678	96.2466	102.37	75.2858	66.2665	63.9556	43.6237	54.0815	55.3405
SMED30009268	27.704	24.3616	35.1601	38.7774	37.4662	32.6368	42.5423	32.612	50.649	37.052
SMED30009269	79.619	71.9743	53.1189	43.7521	14.0318	29.4258	33.274	34.0079	86.8895	84.1555
SMED30009270	0.191344	0.384683	0.240973	0.242288	0.131737	0.308134	0.18657	0.426035	0.088511	0.306725
SMED30009271	0.352205	0.38309	0.286236	0.121975	0.190906	0.388586	0.125911	0.253646	0.253473	0.218573
SMED30009272	16.6625	18.2286	11.4463	11.0047	12.5163	18.7494	14.2049	16.4082	13.5588	17.3215
SMED30009273	0.736709	1.1593	0.492682	0.505131	0.864364	0.723025	0.831959	0.558423	1.18991	0.921785
SMED30009274	157.939	153.027	145.68	165.391	176.997	188.09	206.724	203.643	213.392	198.619
SMED30009275	0.399124	0.492197	0.509138	0.205688	0.0708998	0.037501	0	0.0529737	0.0865179	0.128682
SMED30009276	0.82296	0.650534	0.44183	0.84335	0.286739	0.82271	0.767156	0.858503	0.425008	0.548312
SMED30009277	13.3162	9.97176	5.82052	5.02279	3.84121	14.5751	7.03202	9.79644	4.02227	9.04561
SMED30009278	1.81346	2.22586	0.95134	0.796085	0.565259	2.2505	1.0129	1.33379	0.982115	1.74406
SMED30009279	9.394	8.87709	6.08212	5.78293	6.43978	10.0742	6.84134	7.23663	5.98244	7.82225
SMED30009280	1.40843	1.38062	0.70838	0.637433	0.655586	1.46248	0.636341	0.929379	0.350219	0.904605
SMED30009281	20.3899	19.3625	10.4158	8.52903	7.72363	17.5896	9.43901	10.7294	7.4989	11.7825
SMED30009282	8.1065	8.72836	8.94231	6.44076	4.54679	4.76311	6.01355	6.03415	7.50194	6.10713
SMED30009283	693.384	684.996	724.753	772.516	781.395	742.221	763.361	654.865	805.015	699.347
SMED30009284	450.052	412.839	297.364	317.122	387.51	430.949	351.424	363.648	335.89	422.136
SMED30009285	0.120278	0.0743613	0	0	0	0	0.0257525	0	0	0
SMED30009286	0.848259	0.734021	0.527413	0.521503	1.07231	0.948747	0.959317	0.912646	0.803874	0.657013
SMED30009287	84.2005	85.017	58.1492	57.8807	62.8035	87.5907	62.1054	62.1376	54.192	66.865
SMED30009288	0.334655	0.4287	0.218273	0.280759	0.363922	0.517107	0.301823	0.389966	0.375212	0.466308
SMED30009289	0.934904	1.19125	1.26418	1.23087	1.38373	1.19917	1.58495	1.33055	1.39559	1.25303
SMED30009290	4.88664	4.41464	5.93843	6.22383	5.65843	4.95379	5.4179	5.41552	6.59078	5.59419
SMED30009291	0.0948525	0.206152	0.0301764	0.0856067	0.106913	0.11215	0	0.0897258	0.0378599	0.127265
SMED30009292	0.0814763	0.0923542	0.0178029	0.017518	0.0472035	0.226471	0.115042	0.0624353	0.093224	0.0679267
SMED30009293	0.240702	0.134425	0.160147	0.102843	0.0682593	0.101095	0.218231	0.0797218	0.218016	0.169221
SMED30009294	0.135219	0.323857	0.106401	0.0989678	0.115906	0.35806	0.0254599	0.0952888	0.0347058	0.197201
SMED30009295	16.5265	16.6077	19.9489	21.2909	20.1371	16.7792	21.3106	20.1899	21.707	18.0571
SMED30009296	0.564613	0.292095	0.255155	0.356648	0.49516	0.669705	0.6366	0.417027	0.517953	0.185315
SMED30009297	19.0116	19.3246	14.2634	15.3397	16.6008	21.2613	21.0256	20.0444	20.9485	22.7928
SMED30009298	4.62077	4.52594	4.3969	4.31988	4.62984	4.70146	4.24446	3.99234	4.11214	3.89746
SMED30009299	0.782633	0.804073	0.492944	0.721921	0.945862	1.14623	1.42359	1.28631	1.53006	1.22413
SMED30009300	11.9491	11.8705	11.2369	11.7305	15.0945	13.8149	14.1319	13.5972	12.6534	13.0809
SMED30009301	9.92504	9.36891	7.20009	9.32289	13.6517	15.2112	23.3183	21.8092	22.383	21.114
SMED30009302	409.706	384.774	354.57	395.666	366.94	354.116	399.335	348.503	470.885	409.37
SMED30009303	8.70713	8.88691	9.34647	9.87911	8.87281	8.84961	9.57829	8.74672	10.1921	8.59575
SMED30009304	24.4381	28.8009	33.6394	32.5935	29.1834	26.6832	27.6622	28.5772	26.7799	25.123
SMED30009305	1.69238	1.11935	1.37339	1.06304	1.71506	1.53461	0.928213	0.534088	1.72097	1.04104
SMED30009306	6.29758	6.24034	6.77388	7.11584	7.02126	7.37624	9.29134	9.78879	11.3805	10.1937
SMED30009307	0.0224491	0.14094	0.0517317	0.0163778	0.0647559	0.0511117	0.0920629	0.0637307	0.0405845	0.0542334
SMED30009308	5.04269	4.73653	4.43797	1.39859	0.4155	0.236951	0.170466	0.0800633	0.154338	0.116347
SMED30009309	1.35892	1.2532	0.833795	0.904716	0.504229	1.19211	0.705578	0.439085	0.726502	0.897382
SMED30009310	0.439095	0.669223	0.360552	0.268615	0.388221	0.447828	0.391179	0.342975	0.398467	0.184734
SMED30009311	1.05271	0.876522	1.27229	1.1605	1.14126	1.20902	1.79491	1.60533	1.94867	1.4656
SMED30009312	0.229094	0.201801	0.304583	0.242667	0.230094	0.271938	0.248138	0.387825	0.176895	0.295861
SMED30009313	6.53682	6.63857	5.19271	6.1368	7.76	7.19255	8.10681	7.32093	9.0364	8.48165
