Sample	0h	6h	12h	1d	2d	3d	5d	7d	9d	11d
SMED30009314	4.92006	3.71952	4.9879	1.81492	0.589613	0.444017	0.227845	0.176238	0.145997	0.104895
SMED30009315	0.559144	0.323422	0.393267	0.22461	0.286449	0.615254	0.308724	0.330319	0.136415	0.465205
SMED30009316	8.86841	8.65282	6.27503	6.22757	8.90928	10.6883	8.14742	8.21625	7.40758	8.89352
SMED30009317	0.202942	0.263633	0.103244	0.0709318	0.0360595	0.205375	0.134492	0.169225	0.154577	0.128069
SMED30009318	5.60151	5.29181	6.0823	6.94756	5.90336	5.11662	6.16253	6.0656	6.98606	6.20476
SMED30009319	37.6737	35.7084	42.128	50.2117	49.1676	44.0687	51.9627	46.4907	56.0998	47.6537
SMED30009320	1.69046	1.90589	1.21962	1.44559	1.2748	1.73299	2.16406	2.42287	2.96069	2.97786
SMED30009321	15.2076	11.8625	11.833	3.07663	0.3385	0.207555	0.0397171	0.0385879	0.0554371	0.0486378
SMED30009322	9.59691	7.40631	11.91	13.6557	13.1475	13.8349	13.2	8.05912	11.7406	9.18786
SMED30009323	8.576	9.50338	5.17966	5.64967	6.20989	10.0654	6.18973	7.44633	6.46027	7.94126
SMED30009324	1.56551	1.29539	1.41799	1.26972	0.650256	0.942435	1.61395	1.30831	1.92452	2.05228
SMED30009325	0.0954357	0.0986932	0.0389763	0.0394878	0.0510007	0.138267	0.0731739	0.0623021	0.0452662	0.0610474
SMED30009326	0.0891163	0.0337451	0.021966	0.099524	0.0196276	0.0221544	0.0779844	0.178813	0.159414	0.178094
SMED30009327	9.09009	9.34655	5.83843	6.96209	8.06308	11.575	7.81736	8.51964	6.3725	8.35464
SMED30009328	4.38941	4.26934	2.83969	2.77778	3.7589	4.21935	3.60981	3.88729	4.11782	4.00671
SMED30009329	2.83435	2.66568	1.51879	1.80214	2.02351	3.05339	2.38622	2.54232	2.01865	2.86737
SMED30009330	0.076427	0.0909526	0.0123289	0	0.0110586	0.124073	0.00472287	0.0435166	0	0.00973093
SMED30009331	0.0597977	0.0414106	0.108706	0.123226	0.128924	0.081104	0.0998499	0.115744	0.11585	0.026681
SMED30009332	0.127086	0.0706989	0.0539812	0.0426052	0	0.150559	0	0.0745248	0.0332152	0.0866253
SMED30009333	1.11759	1.1408	1.03497	0.927306	1.27494	1.1136	1.32227	1.11664	1.72276	1.16573
SMED30009334	0.0148941	0.0909881	0.0210848	0	0.159028	0.0223719	0.167034	0	0.0180625	0.06993
SMED30009335	5.00686	4.03184	4.31032	0.955408	0.0399868	0.0596565	0.0224639	0.0161171	0.0304438	0.0274486
SMED30009336	6.88874	7.60543	7.03388	7.99802	9.25545	9.04279	10.8075	10.5803	10.9232	10.3257
SMED30009337	101.066	107.89	135.206	117.729	76.2444	73.5963	76.3842	73.1399	88.4757	83.8522
SMED30009338	1.24854	1.11985	1.0319	0.897223	1.18401	1.23773	1.29756	1.05479	1.11591	1.2018
SMED30009339	70.2301	87.3046	105.903	111.294	108.385	91.7719	95.4229	91.0678	88.972	83.5621
SMED30009340	124.098	119.163	80.9823	61.648	47.6206	53.9205	58.5543	61.7484	69.9461	66.0258
SMED30009341	0.0938037	0.119157	0.0107844	0	0.0209147	0.266221	0.0269208	0.0506862	0.00923853	0.100042
SMED30009342	0.0306194	0	0	0.040372	0.0189289	0.077913	0.0302915	0.0134903	0	0
SMED30009343	0	0	0	0.0631755	0	0	0	0.02675	0	0
SMED30009344	0	0	0	0	0	0	0	0	0	0
SMED30009345	0.0276605	0	0	0	0	0	0.125493	0	0	0.0317892
SMED30009346	1.43635	1.17758	0.570958	0.46324	0.293876	1.42113	0.541466	0.830739	0.21566	0.878504
SMED30009347	0.438671	0.327237	0.438134	0.299292	0.358624	0.278796	0.332067	0.449943	0.408916	0.546594
SMED30009348	54.1887	55.6389	68.76	59.3736	51.8462	45.3683	58.9822	53.0626	47.1169	46.872
SMED30009349	5.34164	6.08062	5.06046	5.73783	6.26498	6.80304	6.82629	6.96573	6.94582	6.78825
SMED30009350	3.88765	3.42849	1.80205	2.35517	1.96054	3.79328	2.51787	3.20085	2.35849	3.80373
SMED30009351	0.277054	0.197153	0.352793	0.535398	0.180291	0.236319	0.395295	0.086799	0.0680335	0.209925
SMED30009352	0.736364	0.682892	0.410114	0.737118	0.757717	0.683593	0.805905	0.712607	0.596902	0.703088
SMED30009353	0.0540466	0.116675	0.0603504	0.0146401	0.0468032	0.06447	0.085688	0.0402534	0.120126	0.0905332
SMED30009354	11.1839	10.8459	9.98559	10.3329	10.2884	10.5157	10.5086	9.3379	10.5681	9.44958
SMED30009355	35.6805	39.3587	39.6549	45.3221	40.4229	42.838	51.684	46.4108	51.1626	46.9822
SMED30009356	25.5858	25.209	19.8367	21.3163	24.0719	26.7929	23.0299	22.2431	22.4931	24.9275
SMED30009357	45.8618	50.3699	47.1925	45.7261	53.4968	45.3881	50.1978	51.365	48.9532	47.773
SMED30009358	1.90942	1.73324	1.83451	1.92114	1.54732	1.55421	2.81335	2.68182	2.92994	2.59295
SMED30009359	0	0.0417983	0	0	0.0192049	0	0.0334608	0.013687	0	0.0168993
SMED30009360	0.440207	0.640546	0.379292	0.68668	1.19081	1.24693	1.7082	0.771259	0.798071	0.607033
SMED30009361	1.42949	1.46908	0.965776	0.794979	0.685589	1.65433	0.718981	1.06986	0.47819	0.902257
SMED30009362	14.816	14.4674	11.2959	13.4712	14.9978	18.2135	18.2632	19.2015	19.2515	19.4192
SMED30009363	1.12011	0.923381	1.0863	1.11729	1.23694	1.15675	1.48651	0.969746	1.12433	1.35999
SMED30009364	2.5591	2.75686	1.42084	1.10929	1.47689	2.88862	1.69898	2.5881	1.55298	2.04047
SMED30009365	5.17154	4.96467	5.26821	5.40768	4.41856	4.41859	4.29677	3.54048	3.48468	3.27323
SMED30009366	7.13203	7.38084	5.42511	6.03508	7.56496	8.80477	6.87781	7.08567	5.96109	7.64461
SMED30009367	0.245978	0.274025	0.135221	0.254173	0.167602	0.317154	0.164207	0.237999	0.153096	0.243387
SMED30009368	68.0348	68.7735	68.8764	73.9901	63.5758	58.3521	64.669	67.6531	70.5022	64.2654
SMED30009369	27.3464	22.4424	37.7945	33.3221	34.6711	28.9837	29.7473	21.315	27.2504	22.5529
SMED30009370	0.156339	0.125522	0.0469774	0.126987	0.132441	0.324092	0.065543	0.0954449	0.114282	0.199509
SMED30009371	1.64289	1.94774	1.01072	1.08716	1.07854	1.8271	1.45957	1.69679	1.35294	1.58543
SMED30009372	0.317705	0.363463	0.227912	0.259964	0.263549	0.372071	0.201663	0.369838	0.309499	0.427731
SMED30009373	8.87811	7.23728	5.77614	1.6629	0.484009	0.384195	0.120219	0.0988452	0.118287	0.117277
SMED30009374	0.280182	0.189271	0.247507	0.329117	0.330646	0.35413	0.304711	0.379725	0.345486	0.292407
SMED30009375	1.98276	1.69933	1.11774	0.851935	1.01968	0.998647	1.17204	0.990311	1.14493	1.24091
SMED30009376	13.9072	15.1689	7.3378	6.85505	7.8068	18.6029	8.71332	13.0272	7.87169	13.7571
SMED30009377	1.34197	1.3322	1.26607	0.721852	0.869127	0.82759	0.662782	0.60553	0.734994	0.650026
SMED30009378	0.273209	0.336786	0.389642	0.73151	0.542768	0.667927	0.685922	0.4781	0.622105	0.388023
SMED30009379	1.82637	1.85317	1.72949	0.771197	0.513157	0.509533	0.548022	0.404074	0.486106	0.479036
SMED30009380	6.2538	5.61663	6.54383	1.69303	0.302293	0.200803	0.136594	0.177637	0.109271	0.192896
SMED30009381	5.14228	5.11841	2.37992	2.70109	2.92365	5.85109	3.05814	4.16219	2.83142	4.12463
SMED30009382	0.958134	1.09291	0.335596	0.140691	0.315666	0.74252	0.478976	0.586117	0.43516	0.700656
SMED30009383	3.61862	2.70797	2.8294	2.90895	3.64779	3.53241	2.88107	3.1587	3.47395	3.12013
SMED30009384	6.88511	7.24143	7.44288	7.79688	7.94937	6.64579	7.89301	7.56408	8.63496	7.82629
SMED30009385	45.7754	48.0774	48.6774	64.3651	69.0723	60.2181	53.1288	49.1695	52.6045	51.9329
SMED30009386	1.06733	0.793975	0.521382	0.47142	0.694899	1.0236	0.788142	0.756135	0.799839	1.09432
SMED30009387	0	0	0.108968	0	0	0.0691093	0.0583611	0.0464817	0	0
SMED30009388	27.3268	28.26	33.5253	32.1256	30.7545	27.0505	27.6479	29.2519	26.0788	25.4597
SMED30009389	0.622547	0.613331	0.24503	0.108373	0.441183	0.955875	0.274412	0.473291	0.381625	0.735205
SMED30009390	22.0563	18.4454	21.124	6.66828	0.595524	0.358626	0.124161	0.106531	0.153102	0.115611
SMED30009391	0	0.08672	0.0165253	0.153711	0.209819	0.0804067	0.038768	0.0552064	0.0637386	0.0389693
SMED30009392	0.86074	0.989748	0.758592	0.707155	1.30084	1.52258	1.77084	1.74528	1.84771	1.93918
SMED30009393	3.69008	4.58531	5.84134	7.06141	6.78935	5.15318	5.18029	4.80642	4.91807	4.18951
SMED30009394	0.0488066	0.13124	0.104144	0	0	0	0	0	0	0
SMED30009395	0.956304	1.03353	0.870006	0.734853	0.756805	1.15927	0.883249	1.042	0.905184	1.19927
SMED30009396	0.0127842	0.0473792	0.0139967	0.0144264	0	0	0.0224286	0.0199772	0	0
SMED30009397	17.1191	16.2128	10.4119	9.45888	11.5125	19.2893	11.9961	16.637	11.609	17.0387
SMED30009398	0.570528	0.608039	0.331474	0.227758	0.225529	0.530371	0.270541	0.390879	0.204574	0.461898
SMED30009399	0.09446	0.155023	0.0626415	0.118596	0.0230362	0.0444457	0.130512	0.131567	0	0.0164833
SMED30009400	0.322401	0.184726	0.11518	0.218802	0.521454	0.343999	0.59701	0.412824	0.583826	0.174064
SMED30009401	24.0859	23.6888	30.4375	36.1026	34.9286	30.4379	32.8473	29.0982	31.6552	28.2675
SMED30009402	0.104326	0.0276096	0.109194	0.0266424	0.0188717	0.00882433	0.0415213	0	0.0135029	0.0139548
SMED30009403	0.232893	0.157424	0.0428997	0.0054245	0.004765	0.0328642	0.0087367	0.0045421	0.0164954	0.0305519
SMED30009404	0.874291	0.981546	0.632858	0.522983	1.10266	1.03278	0.630684	0.85233	0.572135	0.708629
SMED30009405	62.7799	66.2318	63.7049	68.3057	73.7932	68.2631	72.4385	78.5727	73.866	75.5515
SMED30009406	0	0	0.0134697	0.0397623	0	0.0263398	0.00994473	0.0224992	0.010633	0.0619934
SMED30009407	0.181765	0.0215837	0.057777	0.102215	0.0374277	0.039712	0.15632	0.128304	0.298862	0.202645
SMED30009408	8.08591	7.29259	6.32367	8.2182	7.80527	8.78053	8.46447	7.11532	8.64008	8.03618
SMED30009409	1.65785	1.55854	1.54294	1.13993	0.948667	1.16674	0.631352	0.702916	0.668188	0.837699
SMED30009410	0.907117	0.667864	0.552535	0.747824	1.04058	1.14897	0.912531	0.966949	0.99785	1.44073
SMED30009411	18.1939	16.6425	16.0424	5.43606	0.639767	0.771057	0.204908	0.142362	0.117419	0.10679
SMED30009412	6.0465	5.6686	4.22754	3.66805	4.47624	4.84169	4.0324	3.66457	3.3565	3.82271
SMED30009413	6.90476	5.23061	6.1739	1.94649	0.190791	0.132018	0.0894442	0.0519403	0.168331	0.03647
SMED30009414	5.08113	4.9415	4.68248	5.04449	4.98748	5.47932	4.88537	6.18961	4.86473	6.07928
SMED30009415	11.8484	10.7727	5.99968	7.5176	8.73354	19.7226	11.9116	12.9597	6.03514	9.54656
SMED30009416	1.9409	2.37387	1.27185	1.54189	1.68686	3.31003	1.94751	2.24948	1.67665	2.31573
SMED30009417	18.1282	19.8084	20.4773	27.7707	29.2568	28.0046	27.9991	26.4835	24.8348	25.1523
SMED30009418	2.83691	2.52517	2.21984	2.65627	2.97992	3.71426	3.72665	3.90664	4.16096	4.22314
SMED30009419	0.449028	0.679024	0.34426	0.422289	0.444576	0.493357	0.468406	0.400082	0.208959	0.373409
SMED30009420	14.8076	13.8168	17.1526	15.583	15.9127	15.0449	15.2469	12.348	15.217	12.864
SMED30009421	14.5302	14.9351	15.9702	18.2959	19.4291	17.9419	18.4827	17.4828	17.1834	16.3502
SMED30009422	3.73568	2.82061	1.57143	0.523524	0.21093	0.714541	0.322401	0.383585	0.261987	0.484557
SMED30009423	3.13521	2.66971	2.63989	1.68405	1.48624	1.32109	1.19893	1.36276	1.40539	1.57443
SMED30009424	0	0	0	0	0	0	0	0	0	0
SMED30009425	50.7304	50.7944	73.9884	74.05	62.1449	59.5787	65.93	53.7794	60.9622	53.4032
SMED30009426	10.4009	10.5292	13.3876	15.0943	14.043	13.0791	14.5078	15.2482	16.1827	15.3652
SMED30009427	19.0192	19.9374	23.2688	25.5541	25.6381	23.7713	22.9146	18.8186	20.0423	18.9164
SMED30009428	20.3454	18.727	21.1166	19.807	19.9592	19.6852	18.1897	15.5502	16.6464	15.835
SMED30009429	9.17128	12.9993	15.9095	14.7318	18.0082	14.2856	8.39636	7.25409	4.08463	4.87987
SMED30009430	432.442	395.9	452.81	378.476	280.567	293.586	362.051	405.237	469.682	453.787
SMED30009431	0	0.0122164	0	0	0	0	0	0.00810817	0.0096429	0
SMED30009432	0.436191	0.846985	0.3709	0.206389	0.164541	0.460955	0.573126	0.453442	0.66754	0.682672
SMED30009433	0.234856	0.569143	0.234797	0.379839	0.283313	0.41943	0.339683	0.376673	0.510177	0.245109
SMED30009434	30.9448	26.0642	31.8129	8.82525	1.09686	0.815044	0.402081	0.198662	0.318424	0.265989
SMED30009435	0.491288	0.457704	0.427626	0.733692	0.588716	0.762435	0.847003	0.849854	1.23182	0.969187
SMED30009436	1.0138	0.647663	0.740278	0.63385	0.223702	0.81713	0.717163	0.641442	1.06366	1.21657
SMED30009437	0.619661	2.7907	4.49352	6.71909	4.4895	5.25123	2.943	0.9434	1.09909	1.30552
SMED30009438	3.89765	4.0191	4.42982	5.17249	5.82591	5.51592	10.4629	8.56622	11.6809	8.91552
SMED30009439	0.0512165	0.0505237	0.0353161	0.0290188	0.0581483	0.0385723	0.0475661	0.0380605	0.0195998	0.127695
SMED30009440	21.9804	21.381	15.699	12.3083	13.35	18.9669	13.4982	13.7995	10.182	14.293
SMED30009441	0.954992	0.764626	0.563409	0.209754	0.238841	0.208805	0.330038	0.508497	0.275308	0.222121
SMED30009442	2.44273	2.10983	1.77355	1.96134	2.62057	2.76515	3.20456	3.4013	3.62224	3.98862
SMED30009443	0	0	0	0	0	0	0	0	0	0
SMED30009444	3.49934	4.02905	3.26579	3.58606	5.03752	5.36349	6.1439	6.17668	6.52187	6.23717
SMED30009445	1.40455	1.72199	1.07726	0.58708	0.205797	0.31628	0.0784	0.159307	0.131757	0.221871
SMED30009446	23.5534	25.9621	26.2511	24.7822	21.3477	19.6205	19.4509	17.7487	19.7601	20.5064
SMED30009447	0.404075	0.520956	0.44293	0.265835	0.234808	0.631427	0.827336	0.458536	0.564767	0.659154
SMED30009448	1.68388	1.25935	0.964686	0.313112	0.011121	0.0172747	0	0	0	0.0087122
SMED30009449	0.698074	0.695266	1.18002	0.716152	0.720137	0.600774	0.445889	0.465026	0.529787	0.35971
SMED30009450	7.67246	7.17915	5.26032	4.79952	4.40782	6.12444	5.09804	5.57505	5.2775	6.77499
SMED30009451	0.0732155	0.0634617	0.0510068	0.0237612	0.0334869	0.0148747	0.0259646	0.0372767	0.0461179	0.0300691
SMED30009452	13.9297	13.6417	15.327	15.6231	15.8311	16.4672	17.82	15.4817	15.5832	15.6415
SMED30009453	48.1712	44.1963	31.2301	26.4984	11.6687	13.6593	15.6834	17.3435	37.7809	40.1657
SMED30009454	2.87235	2.55588	1.66144	1.23552	1.32939	2.70021	1.46611	2.36648	1.58046	2.43409
SMED30009455	29.2897	28.233	23.7212	24.3461	32.2412	34.8487	30.6674	31.5608	27.1366	32.5169
SMED30009456	16.0567	14.3503	18.305	20.8023	20.1737	18.3025	22.5909	20.8056	28.5721	25.6325
SMED30009457	307.861	294.123	248.356	260.69	300.514	397.353	325.718	341.927	300.508	348.118
SMED30009458	0.060044	0.0527961	0.0391182	0.0400554	0.00482583	0.0148977	0.0166968	0.0361728	0.0158657	0.0293191
SMED30009459	0	0	0	0	0	0.0446704	0.0171127	0.0343397	0.0537635	0.0913973
SMED30009460	0.0325585	0.138284	0.145003	0.0662897	0.0691911	0.103997	0.100491	0.077499	0.212133	0.119829
SMED30009461	0.17471	0.0713531	0.122387	0.167123	0.106577	0.0952518	0.178169	0.160397	0.120966	0.240815
SMED30009462	6.43289	6.28559	8.00336	9.63457	7.90212	7.16295	10.4419	8.22949	12.1285	10.9607
SMED30009463	1.29254	1.12173	1.09089	0.885625	0.784817	0.792069	0.859808	0.892311	1.05955	1.06536
SMED30009464	0.799126	0.871471	0.791171	0.882818	0.948457	1.10813	1.29081	1.44007	1.2562	0.8317
SMED30009465	5.13644	4.05833	4.48063	1.28239	0.0328263	0.0529113	0.0063528	0.0116782	0.0066423	0.00664253
SMED30009466	28.8864	26.9191	29.1752	37.1574	27.8804	25.8205	32.2988	28.6425	40.1999	36.5541
SMED30009467	16.9684	17.4843	19.8929	22.8532	19.18	23.3009	21.4987	20.8392	22.4962	21.803
SMED30009468	0.206064	0.1071	0.0983894	0.243077	0.100762	0.166302	0.153647	0.123498	0.116217	0.215833
SMED30009469	3.11215	2.42779	3.25268	1.21376	0.29891	0.267053	0.190833	0.193974	0.219631	0.189494
SMED30009470	0.370286	0.275415	0.164079	0.0689083	0.103577	0.309927	0.230996	0.281034	0.304929	0.337851
SMED30009471	0.865918	1.31348	0.961797	0.862614	1.52857	1.43011	1.10914	1.34409	1.36888	1.1703
SMED30009472	0.822666	0.891345	0.856426	0.441242	0.198147	0.276125	0.171044	0.169291	0.164021	0.177712
SMED30009473	30.8466	33.2789	30.1119	31.5322	29.75	32.2559	30.6079	29.3152	28.9602	28.944
SMED30009474	0.0791651	0.224569	0.0431318	0.110492	0.0386877	0.175106	0.0354671	0.0294334	0.0342434	0.178849
SMED30009475	13.8143	11.6097	11.943	4.44981	1.54548	0.943123	0.535326	0.571497	0.748849	0.470124
SMED30009476	0.0145861	0.0787435	0.0301073	0.0954407	0.103006	0.078295	0.0820669	0.0205454	0.121264	0.134101
SMED30009477	0.268277	0.214208	0.128834	0.274802	0.19885	0.204107	0.230523	0.255246	0.228495	0.26422
SMED30009478	0.131629	0.298887	0.168485	0.164042	0.218814	0.230607	0.177551	0.0958944	0.18322	0.0816823
SMED30009479	0.0336691	0.0878923	0.0788107	0.149991	0.058815	0.081896	0.0156867	0	0	0.0172513
SMED30009480	6.38234	5.84542	4.92739	3.73073	4.10353	5.12812	5.52816	6.09713	5.43794	5.88754
SMED30009481	6.87679	8.83911	10.3055	10.5345	10.4226	9.53824	8.33969	7.91306	7.14704	7.47057
SMED30009482	16.9539	14.5315	13.2674	11.5377	13.877	14.9575	14.7607	16.4791	15.5999	16.4219
SMED30009483	24.4453	25.5082	30.1233	32.1486	30.24	24.5885	29.2061	29.5746	28.2444	26.0121
SMED30009484	0	0	0	0	0	0	0	0	0	0
SMED30009485	0.587398	0.613737	0.322716	0.286465	0.747029	0.923951	0.353269	0.635465	0.583044	0.888875
SMED30009486	0.170916	0.0226708	0.0423031	0.043464	0.152213	0.179154	0.0690042	0.046346	0.017895	0.0884477
SMED30009487	0.278002	0.164245	0.128411	0.156764	0.227897	0.411831	0.307476	0.24362	0.160599	0.304982
SMED30009488	3.67897	2.9727	2.96574	0.871785	0.364998	0.288927	0.160773	0.14916	0.123986	0.0974767
SMED30009489	8.25715	7.10622	6.29978	6.0158	5.44689	5.06998	5.11401	5.85174	6.26911	5.85723
SMED30009490	0.0933487	0.0623976	0.0187956	0.023215	0	0.03931	0.0655834	0.020657	0	0.0323303
SMED30009491	9.39048	9.68174	10.551	11.5237	12.6281	10.6023	10.4434	10.0587	10.2828	10.3809
SMED30009492	0.488072	0.4687	0.25264	0.23183	0.521944	0.493796	0.274402	0.509944	0.407799	0.362645
SMED30009493	0	0	0	0	0	0	0	0	0	0
SMED30009494	0.490727	0.497719	0.270348	0.320446	0.260238	0.542046	0.340128	0.57128	0.318878	0.722825
SMED30009495	0.14903	0.265456	0.243555	0.24743	0.305174	0.430513	0.3785	0.345958	0.435465	0.353076
SMED30009496	17.1766	15.9561	19.0237	16.8907	4.6509	5.60845	0.158178	0.0469463	0	0
SMED30009497	1.65464	1.79579	0.854718	0.804437	1.63294	1.43139	1.31339	1.29794	1.43175	1.35326
SMED30009498	6.34315	6.17213	5.52521	5.87832	7.14691	7.25623	7.69755	8.40724	7.99709	7.75079
SMED30009499	1.06517	1.53581	1.09029	1.12619	1.23661	1.30514	1.64274	1.59617	1.27792	1.18119
SMED30009500	7.14642	7.65352	3.74368	4.37584	5.23351	7.78702	5.88377	6.32564	5.64682	6.26556
SMED30009501	1.46639	1.19985	1.60965	0.894505	0.322279	0.275097	0.353688	0.234104	0.27379	0.173203
SMED30009502	12.0051	13.3151	11.8286	10.7439	11.3196	11.5699	12.5811	13.0784	14.4205	13.2867
SMED30009503	324.378	311.647	321.644	350.296	390.413	367.97	359.316	253.334	333.602	274.085
SMED30009504	28.1461	27.5741	23.0078	22.3049	23.9008	24.3569	26.799	25.7951	30.3819	27.8742
SMED30009505	20.642	11.7278	22.7886	16.8325	7.50267	11.7625	19.7438	22.8537	39.188	31.6468
SMED30009506	5.98666	5.57613	7.25817	8.12713	7.9014	7.06783	6.48141	5.47535	5.65126	5.66246
SMED30009507	0.0582715	0.0377765	0.176976	0.0215524	0.0372706	0.0752267	0.0415095	0.113217	0.029758	0.146185
SMED30009508	14.5437	14.9172	10.2922	9.90835	11.2794	12.9136	11.4175	13.4357	12.4142	14.3087
SMED30009509	11.7094	12.1664	7.84063	8.53939	10.3426	12.6863	11.0458	11.9755	10.8816	12.1194
SMED30009510	8.91644	9.06108	10.1671	8.88467	7.73459	6.94478	9.3609	10.3804	11.6429	10.2629
SMED30009511	0.151604	0.133074	0.132888	0.0924299	0.0774794	0.0512337	0.069509	0.0596089	0.041075	0.0952144
SMED30009512	0	0	0.0187374	0	0	0	0	0	0	0
SMED30009513	250.926	313.824	318.026	307.301	237.367	192.934	303.132	304.799	281.845	267.844
SMED30009514	70.9618	77.3794	89.4952	96.2444	97.8341	91.6239	114.623	100.394	102.776	89.2998
SMED30009515	0.133923	0.3704	0.333568	0.370033	0.29106	0.443085	0.585648	0.453744	0.3007	0.230492
SMED30009516	2.0101	2.28364	0.912579	1.06154	1.39781	2.28923	1.10775	1.59188	1.06164	2.03594
SMED30009517	10.8164	10.3158	9.30948	11.8909	12.092	13.2443	13.04	11.6034	13.026	12.3972
SMED30009518	1.15284	1.24318	2.49787	0.152242	0.0416	0.548711	0.111807	0.0883953	0.0370941	0.0868606
SMED30009519	0.229254	0.298661	0.121036	0.109497	0.122541	0.261362	0.136935	0.310855	0.185814	0.226571
SMED30009520	0.676611	1.01307	0.921481	0.451243	0.763503	0.561138	1.56611	0.680592	0.713808	0.886222
SMED30009521	2.63518	2.17541	2.41723	2.62858	2.39716	2.45635	3.28438	3.50257	3.9733	3.02653
SMED30009522	0.0670791	0.150716	0.160924	0.0401207	0.177018	0.0852093	0.100903	0.250497	0.150058	0.102896
SMED30009523	0.317448	0.192891	0.163759	0.17631	0.168092	0.13583	0.127517	0.136928	0.346367	0.332883
SMED30009524	0.218082	0.244875	0.208299	0.155169	0.190851	0.308571	0.190222	0.24514	0.193355	0.208602
SMED30009525	7.5345	7.76002	6.94814	7.59122	8.00031	8.59775	9.15081	8.74829	9.97961	9.59837
SMED30009526	0.0844954	0.121293	0.0402193	0	0.0420493	0.318987	0.0143877	0.175868	0.0473296	0.126216
SMED30009527	1.64323	1.62395	1.2217	1.29497	1.663	1.75945	1.23646	1.26474	1.06979	1.22144
SMED30009528	0.239295	0.515157	0.427228	0.484071	0.414801	0.884577	0.712468	0.553448	0.692607	0.570575
SMED30009529	5.19017	4.11458	2.35456	2.5025	3.50863	6.62847	3.76966	3.2112	2.03335	3.04087
SMED30009530	13.6503	15.1247	13.5651	13.8619	15.8739	14.6142	16.0752	17.1016	17.149	18.6436
SMED30009531	0.0233983	0.0225778	0.0201813	0.0124239	0.0195075	0.0110095	0.0253589	0.0742576	0.017234	0.0503614
SMED30009532	1.40575	1.34072	0.698976	0.93639	1.00101	1.39337	1.10137	1.06328	1.15004	0.847731
SMED30009533	27.6272	30.0387	22.5198	25.2516	36.1665	36.1765	32.333	33.6915	32.2398	34.8745
SMED30009534	9.68032	9.69167	11.3457	11.2693	9.33779	9.43979	11.5007	12.9811	14.1361	11.7265
SMED30009535	0.54911	0.533684	0.604274	0.770368	0.989917	0.588737	1.37826	1.01169	1.2327	1.08921
SMED30009536	0.403272	0.598439	0.154287	0.540069	0.384482	0.492516	0.494568	0.649048	0.723481	0.410189
SMED30009537	6.6254	4.9545	2.68465	0.638557	0.582819	1.33218	2.30575	3.39946	2.56713	3.23968
SMED30009538	15.9837	12.9681	14.6347	4.23635	0.690001	0.425751	0.222576	0.192923	0.120267	0.273462
SMED30009539	3.50171	3.05255	2.62952	1.88622	1.13587	0.812794	0.645008	0.474332	0.58039	0.579401
SMED30009540	0.144744	0.166314	0.212291	0.162854	0.296475	0.324341	0.637671	0.602909	0.667804	0.699636
SMED30009541	117.67	114.922	136.038	130.331	114.602	95.6525	112.816	110.213	118.492	111.627
SMED30009542	0	0	0	0	0	0	0	0	0	0
SMED30009543	16.5931	15.2533	15.8204	14.5044	15.1306	13.5876	16.4993	18.017	18.5085	17.766
SMED30009544	9.04478	8.61161	4.26181	4.43981	5.43434	10.2083	5.37176	7.62545	4.90997	9.06
SMED30009545	0.0468029	0	0.0611623	0	0.0542873	0.0602257	0.0154566	0.051748	0.0165264	0
SMED30009546	119.349	107.133	103.077	99.9258	51.7689	59.241	69.2131	61.6028	128.217	118.43
